source_id;urn_cts;is_primary_text;has_pdf;anchor_external;pdf_path;digital_source;author;language;has_translation;pages;title;publisher;publication_place;source_book;notes;source_type;year;doi;discipline;txt_path
Branting2010_Simulating;;No;FALSE;external;;;Branting;;No;;Simulating Movement, Communication and Flows of Knowledge at Kerkenes Dağ;;;;auto-extracted from references;;2010;;;
Bretschneider1999_GibalaTheF;;No;FALSE;external;;;Bretschneider;;No;;Gibala: The First Two Excavations;;;;auto-extracted from references;;1999;;;
Browning2005_EffectsofO;;No;FALSE;external;;;Browning;;No;;Effects of Obesity and Sex on the Energetic Cost and Preferred Speed of Walking;;;;auto-extracted from references;;2005;;;
Bunnens1980_Pouvoirslo;;No;FALSE;external;;;Bunnens;;No;;Pouvoirs locaux et pouvoirs dissidents en Syrie au IIe millénaire avant notre ère;;;;auto-extracted from references;;1980;;;
Callot1986_Laregionno;;No;FALSE;external;;;Callot;;No;;La région nord du Palais Royal d’Ougarit;;;;auto-extracted from references;;1986;;;
Callot1987_Leshuileri;;No;FALSE;external;;;Callot;;No;;Les huileries du Bronze Récent à Ougarit: premiers éléments pour une étude;;;;auto-extracted from references;;1987;;;
Callot1994_Latranchee;;No;FALSE;external;;;Callot;;No;;La tranchée ‘Ville Sud’. Étude d’architecture domestique;;;;auto-extracted from references;;1994;;;
Callot2011_LesSanctua;;No;FALSE;external;;;Callot;;No;;Les Sanctuaires de l’Acropole d’Ougarit: les Temples de Baal et de Dagan;;;;auto-extracted from references;;2011;;;
Callot2013_Lebatiment;;No;FALSE;external;;;Callot;;No;;Le bâtiment ‘au trône’, un nouveau sanctuaire à Ougarit?;;;;auto-extracted from references;;2013;;;
Callot2000_Ruesetplac;;No;FALSE;external;;;Callot;;No;;Rues et places à Ougarit au Bronze récent;;;;auto-extracted from references;;2000;;;
Callot2001_LeBatiment;;No;FALSE;external;;;Callot;;No;;Le ‘Bâtiment au Vase de Pierre’ du ‘Quartier Résidentiel’ d’Ougarit;;;;auto-extracted from references;;2001;;;
Calvet1981_Installati;;No;FALSE;external;;;Calvet;;No;;Installations hydrauliques d’Ugarit;;;;auto-extracted from references;;1981;;;
Cecchini2000_Unbatiment;;No;FALSE;external;;;Cecchini;;No;;Un bâtiment mystérieux sur l’acropole de Tell Afis;;;;auto-extracted from references;;2000;;;
Gilibert2002_Architects;;No;FALSE;external;;;Gilibert;;No;;Architect’s Data;;;;auto-extracted from references;;2002;;;
Glatz2011_LandscapeM;;No;FALSE;external;;;Glatz;;No;;Landscape Monuments and Political Competition in Late Bronze Age Anatolia: An Investigation of Costly Signaling Theory;;;;auto-extracted from references;;2011;;;
Grannis1998_TheImporta;;No;FALSE;external;;;Grannis;;No;;The Importance of Trivial Streets: Residential Streets and Residential Segregation;;;;auto-extracted from references;;1998;;;
Groddek2010_Die10Tafel;;No;FALSE;external;;;Groddek;;No;;Die 10. Tafel des ḫišuwa-Festes;;;;auto-extracted from references;;2010;;;
Haas1994_Geschichte;;No;FALSE;external;;;Haas;;No;;Geschichte der hethitischen Religion;;;;auto-extracted from references;;1994;;;
Halayqa2010_TheDemiseo;;No;FALSE;external;;;Halayqa;;No;;The Demise of Ugarit in the Light of Its Connections with Ḫatti;;;;auto-extracted from references;;2010;;;
Hawley2015_TheScribal;;No;FALSE;external;;;Hawley;;No;;The Scribal Culture of Ugarit;;;;auto-extracted from references;;2015;;;
Hawley2013_TheScribet;;No;FALSE;external;;;Hawley;;No;;The Scribe ṯab,ilu as Attested in the Epigraphic Finds from the 5th Season of Excavations at Ras Shamra;;;;auto-extracted from references;;2013;;;
Haydar2013_Rapportpre;;No;FALSE;external;;;Haydar;;No;;Rapport préliminaire sur les activités de la Mission Archéologique Syro-Française de Ras Shamra-Ougarit en 2009 et 2010;;;;auto-extracted from references;;2013;;;
Heltzer1976_TheRuralCo;;No;FALSE;external;;;Heltzer;;No;;The Rural Community in Ancient Ugarit;;;;auto-extracted from references;;1976;;;
Heltzer1999_TheEconomy;;No;FALSE;external;;;Heltzer;;No;;The Economy of Ugarit;;;;auto-extracted from references;;1999;;;
Hermary1981_AmathonteI;;No;FALSE;external;;;Hermary;;No;;Amathonte II. Testimonia 2: Les sculptures découvertes avant 1975;;;;auto-extracted from references;;1981;;;
Hermary1989_Catalogued;;No;FALSE;external;;;Hermary;;No;;Catalogue des antiquités de Chypre: Sculptures;;;;auto-extracted from references;;1989;;;
Herrmann2018_UrbanOrgan;;No;FALSE;external;;;Herrmann;;No;;Urban Organization under Empire: Iron Age Sam’al (Zincirli, Turkey) from Royal to Provincial Capital;;;;auto-extracted from references;;2018;;;
Herrmann2018_Cosmopolit;;No;FALSE;external;;;Herrmann;;No;;Cosmopolitan Politics in the Neo-Assyrian Empire: Local Elite Identity at Zincirli-Sam’al;;;;auto-extracted from references;;2018;;;
Hillier1984_TheSocialL;;No;FALSE;external;;;Hillier;;No;;The Social Logic of Space;;;;auto-extracted from references;;1984;;;
Hillier1999_SpaceIsthe;;No;FALSE;external;;;Hillier;;No;;Space Is the Machine: A Configurational Theory of Architecture;;;;auto-extracted from references;;1999;;;
Holscher1999_Offentlich;;No;FALSE;external;;;Hölscher;;No;;Öffentliche Räume in frühen griechischen Städten;;;;auto-extracted from references;;1999;;;
Hubbard2018_Introducti;;No;FALSE;external;;;Hubbard;;No;;Introduction: Streetlife – The Shifting Sociologies of the Street;;;;auto-extracted from references;;2018;;;
Hunter1990_Gossipandt;;No;FALSE;external;;;Hunter;;No;;Gossip and the Politics of Reputation in Classical Athens;;;;auto-extracted from references;;1990;;;
Ingold2004_Cultureont;;No;FALSE;external;;;Ingold;;No;;Culture on the Ground: The World Perceived through the Feet;;;;auto-extracted from references;;2004;;;
Johnston2017_TheDistrib;;No;FALSE;external;;;Johnston;;No;;The Distributional Approach and Imperfect Data Sets: An Examination of Market Exchange at Ugarit;;;;auto-extracted from references;;2017;;;
Kaniewski2011_TheSeaPeop;;No;FALSE;external;;;Kaniewski;;No;;The Sea Peoples, from Cuneiform Tablets to Carbon Dating;;;;auto-extracted from references;;2011;;;
Kendall1975_Warfareand;;No;FALSE;external;;;Kendall;;No;;Warfare and Military Matters in the Nuzi Tablets;;;;auto-extracted from references;;1975;;;
Knapp2013_TheArchaeo;;No;FALSE;external;;;Knapp;;No;;The Archaeology of Cyprus: From Earliest Prehistory through the Bronze Age;;;;auto-extracted from references;;2013;;;
Koitabashi1992_TheDeifica;;No;FALSE;external;;;Koitabashi;;No;;The Deification of the ‘Lyre’ in Ancient Ugarit;;;;auto-extracted from references;;1992;;;
Kontolaimos2013_LateBronze;;No;FALSE;external;;;Kontolaimos;;No;;Late Bronze Age Mediterranean Urbanism and Depth Map Software: The Cases of Ugarit (Syria) and Enkomi (Cyprus;;;;auto-extracted from references;;2013;;;
Kuhne2016_TheImpacto;;No;FALSE;external;;;Kühne;;No;;The Impact of Earthquakes on Middle Assyrian Tell Sheikh Hamad;;;;auto-extracted from references;;2016;;;
Unknown2002_DieHethite;;No;FALSE;external;;;Unknown;;No;;Die Hethiter und ihr Reich – Das Volk der 1000 Götter;;;;auto-extracted from references;;2002;;;
Lagarce1974_Lechantier;;No;FALSE;external;;;Lagarce;;No;;Le chantier de la ‘Maison aux Albâtres’;;;;auto-extracted from references;;1974;;;
Lambert1987_Lugaltilla;;No;FALSE;external;;;Lambert;;No;;Lugal-tilla;;;;auto-extracted from references;;1987;;;
Lange2012_FoodandLib;;No;FALSE;external;;;Lange;;No;;Food and Libation Offerings for the Royal Dead in Ugarit;;;;auto-extracted from references;;2012;;;
Laurence1994_RumourandC;;No;FALSE;external;;;Laurence;;No;;Rumour and Communication in Roman Politics;;;;auto-extracted from references;;1994;;;
Lavan2016_Cosmopolit;;No;FALSE;external;;;Lavan;;No;;Cosmopolitan Politics: The Assimilation and Subordination of Elite Cultures;;;;auto-extracted from references;;2016;;;
Leontidou2020_Mediterran;;No;FALSE;external;;;Leontidou;;No;;Mediterranean City;;;;auto-extracted from references;;2020;;;
Lev-Tov2007_ExaminingF;;No;FALSE;external;;;Lev-Tov;;No;;Examining Feasting in Late Bronze Age Syro-Palestine through Ancient Texts and Bones;;;;auto-extracted from references;;2007;;;
Levy2014_AFreshLook;;No;FALSE;external;;;Levy;;No;;A Fresh Look at the Baal-Zaphon Stele;;;;auto-extracted from references;;2014;;;
Levy2018_AFreshLook;;No;FALSE;external;;;Levy;;No;;A Fresh Look at the Mekal Stela;;;;auto-extracted from references;;2018;;;
Lipinski1988_TheSocioec;;No;FALSE;external;;;Lipiński;;No;;The Socio-economic Condition of the Clergy in the Kingdom of Ugarit;;;;auto-extracted from references;;1988;;;
Matoian2013_LaMaisondi;;No;FALSE;external;;;Matoïan;;No;;La Maison dite ‘de Rashapabou’: Inventaire des objets découverts lors de la fouille de l’édifice et essai d’interprétation;;;;auto-extracted from references;;2013;;;
Matoian2013_Duvinpourl;;No;FALSE;external;;;Matoïan;;No;;Du vin pour le délice de l’assoiffé;;;;auto-extracted from references;;2013;;;
Litke1998_AReconstru;;No;FALSE;external;;;Litke;;No;;A Reconstruction of the Assyro-Babylonian God-Lists, An: dA-nu-um and An: Anu šá amēli;;;;auto-extracted from references;;1998;;;
Liverani1979_RasShamraI;;No;FALSE;external;;;Liverani;;No;;Ras Shamra. II: Histoire;;;;auto-extracted from references;;1979;;;
Liverani1989_EconomyofU;;No;FALSE;external;;;Liverani;;No;;Economy of Ugaritic Royal Farms;;;;auto-extracted from references;;1989;;;
Liverani2004_OltrelaBib;;No;FALSE;external;;;Liverani;;No;;Oltre la Bibbia;;;;auto-extracted from references;;2004;;;
Loretz2005_WeihenlySu;;No;FALSE;external;;;Loretz;;No;;‘Weihen’ (ʿly S) und pgr, Ochsen und Gegenständen in KTU 6.13, 6.14 und 6.62;;;;auto-extracted from references;;2005;;;
Mallet2001_Unemaisona;;No;FALSE;external;;;Mallet;;No;;Une maison au sud du ‘temple aux rhytons’ (fouille 1979–1990;;;;auto-extracted from references;;2001;;;
Manuelli2016_TheKingatt;;No;FALSE;external;;;Manuelli;;No;;The King at the Gate: Monumental Fortifications and the Rise of Local Elites at Arslantepe at the End of the 2nd Millennium BCE;;;;auto-extracted from references;;2016;;;
Margueron1977_RasShamra1;;No;FALSE;external;;;Margueron;;No;;Ras Shamra 1975 et 1976: Rapport préliminaire sur les campagnes d’automne;;;;auto-extracted from references;;1977;;;
Margueron1982_Architectu;;No;FALSE;external;;;Margueron;;No;;Architecture et urbanisme;;;;auto-extracted from references;;1982;;;
Margueron1995_Lepalaisro;;No;FALSE;external;;;Margueron;;No;;Le palais royal d’Ougarit, premiers résultats d’une analyse systématique;;;;auto-extracted from references;;1995;;;
Margueron2013_Citesinvis;;No;FALSE;external;;;Margueron;;No;;Cités invisibles. La naissance de l’urbanisme au Proche-Orient ancien;;;;auto-extracted from references;;2013;;;
Rowe2008_ScribesSag;;No;FALSE;external;;;Rowe;;No;;Scribes, Sages and Seers in Ugarit;;;;auto-extracted from references;;2008;;;
Marshall2004_Streetsand;;No;FALSE;external;;;Marshall;;No;;Streets and Patterns: The Structure of Urban Geometry;;;;auto-extracted from references;;2004;;;
Martin2005_Democracya;;No;FALSE;external;;;Martin;;No;;Democracy and Freedom;;;;auto-extracted from references;;2005;;;
McAnany2018_Approachin;;No;FALSE;external;;;McAnany;;No;;Approaching the Archaeopolitical;;;;auto-extracted from references;;2018;;;
McGeough2003_Locatingth;;No;FALSE;external;;;McGeough;;No;;Locating the marzihu Archaeologically;;;;auto-extracted from references;;2003;;;
McGeough2007_ExchangeRe;;No;FALSE;external;;;McGeough;;No;;Exchange Relationships at Ugarit;;;;auto-extracted from references;;2007;;;
McGregor2007_MeatandOff;;No;FALSE;external;;;McGregor;;No;;Meat and Offal Yields of Goats;;;;auto-extracted from references;;2007;;;
Meier1988_TheMesseng;;No;FALSE;external;;;Meier;;No;;The Messenger in the Ancient Semitic World;;;;auto-extracted from references;;1988;;;
Monroe2016_Measurefor;;No;FALSE;external;;;Monroe;;No;;‘Measure for Measure’: Connecting Text to Material through Late Bronze Age Shipping Jars;;;;auto-extracted from references;;2016;;;
Morris2015_EgyptUgari;;No;FALSE;external;;;Morris;;No;;Egypt, Ugarit, the God Baʿal, and the Puzzle of a Royal Rebuff;;;;auto-extracted from references;;2015;;;
Unknown2013_HouseholdS;;No;FALSE;external;;;Unknown;;No;;Household Studies in Complex Societies: (Micro) Archaeological and Textual Approaches;;;;auto-extracted from references;;2013;;;
Mullins2012_TheLateBro;;No;FALSE;external;;;Mullins;;No;;The Late Bronze Age and Iron Age Temples at Beth-Shean;;;;auto-extracted from references;;2012;;;
Munnich2013_TheGodResh;;No;FALSE;external;;;Münnich;;No;;The God Resheph in the Ancient Near East;;;;auto-extracted from references;;2013;;;
Niehr2011_ZweiStelen;;No;FALSE;external;;;Niehr;;No;;Zwei Stelen mit Weihinschriften aus dem Temenos des El-Tempels;;;;auto-extracted from references;;2011;;;
Niehr2014_Dersanctua;;No;FALSE;external;;;Niehr;;No;;Der sanctuaire aux rhytons in Ugarit;;;;auto-extracted from references;;2014;;;
Niehr2020_DieRitualt;;No;FALSE;external;;;Niehr;;No;;Die Ritualtexte aus Ugarit: Eine Einführung;;;;auto-extracted from references;;2020;;;
Oberhagemann2012_StaticandD;;No;FALSE;external;;;Oberhagemann;;No;;Static and Dynamic Crowd Densities at Major Public Events;;;;auto-extracted from references;;2012;;;
Osborne2014_Settlement;;No;FALSE;external;;;Osborne;;No;;Settlement Planning and Urban Symbology in Syro-Anatolian Cities;;;;auto-extracted from references;;2014;;;
Otto2006_AlltagundG;;No;FALSE;external;;;Otto;;No;;Alltag und Gesellschaft zur Spätbronzezeit: Eine Fallstudie aus Tall Bazi (Syrien;;;;auto-extracted from references;;2006;;;
Otto2012_Archaeolog;;No;FALSE;external;;;Otto;;No;;Archaeological Evidence for Collective Governance along the Upper Syrian Euphrates;;;;auto-extracted from references;;2012;;;
Otto2013_Gotteshaus;;No;FALSE;external;;;Otto;;No;;Gotteshaus und Allerheiligstes in Syrien und Nordmesopotamien;;;;auto-extracted from references;;2013;;;
Otto2014_TheOrganis;;No;FALSE;external;;;Otto;;No;;The Organisation of Residential Space in the Mittani Kingdom;;;;auto-extracted from references;;2014;;;
Palivou2007_TheCosmopo;;No;FALSE;external;;;Palivou;;No;;The Cosmopolitan Harbour Town of Ugarit and the ‘Aegean’ Aspects of Its Domestic Architecture;;;;auto-extracted from references;;2007;;;
Pardee2000_AnimalSacr;;No;FALSE;external;;;Pardee;;No;;Animal Sacrifice at Ugarit;;;;auto-extracted from references;;2000;;;
Pardee2002_RitualandC;;No;FALSE;external;;;Pardee;;No;;Ritual and Cult at Ugarit;;;;auto-extracted from references;;2002;;;
Pritchard1975_SareptaAPr;;No;FALSE;external;;;Pritchard;;No;;Sarepta: A Preliminary Report on the Iron Age;;;;auto-extracted from references;;1975;;;
Pucci2006_EnclosingO;;No;FALSE;external;;;Pucci;;No;;Enclosing Open Spaces: The Organisation of External Areas in Syro-Hittite Architecture;;;;auto-extracted from references;;2006;;;
Pucci2008_Functional;;No;FALSE;external;;;Pucci;;No;;Functional Analysis of Space in Syro-Hittite Architecture;;;;auto-extracted from references;;2008;;;
Rahman2017_EmpiricalI;;No;FALSE;external;;;Rahman;;No;;Empirical Investigation of Trajectories and Desired Walking Velocity of Pedestrian Walking through Angled Corridor;;;;auto-extracted from references;;2017;;;
Rahmstorf2018_OfMiddensa;;No;FALSE;external;;;Rahmstorf;;No;;Of Middens and Markets;;;;auto-extracted from references;;2018;;;
Rapoport1982_TheMeaning;;No;FALSE;external;;;Rapoport;;No;;The Meaning of the Built Environment;;;;auto-extracted from references;;1982;;;
Reba2016_Spatializi;;No;FALSE;external;;;Reba;;No;;Spatializing 6,000 Years of Global Urbanization;;;;auto-extracted from references;;2016;;;
Rendu-Loisel2016_WhenGodsSp;;No;FALSE;external;;;Rendu-Loisel;;No;;When Gods Speak to Men;;;;auto-extracted from references;;2016;;;
Rey2009_LePalaisNo;;No;FALSE;external;;;Rey;;No;;Le Palais Nord d’Ougarit;;;;auto-extracted from references;;2009;;;
Ribichini1991_Problemidi;;No;FALSE;external;;;Ribichini;;No;;Problemi di onomastica ugaritica;;;;auto-extracted from references;;1991;;;
Unknown2015_Mesopotami;;No;FALSE;external;;;Unknown;;No;;Mesopotamia and the Ancient World;;;;auto-extracted from references;;2015;;;
Rutherford2019_GodsoftheM;;No;FALSE;external;;;Rutherford;;No;;Gods of the Market Place;;;;auto-extracted from references;;2019;;;
Rykwert1976_TheIdeaofa;;No;FALSE;external;;;Rykwert;;No;;The Idea of a Town;;;;auto-extracted from references;;1976;;;
Sala2015_EarlyandMi;;No;FALSE;external;;;Sala;;No;;Early and Middle Bronze Age Temples at Byblos;;;;auto-extracted from references;;2015;;;
Sanders2009_TheInventi;;No;FALSE;external;;;Sanders;;No;;The Invention of Hebrew;;;;auto-extracted from references;;2009;;;
Clay2014_TheHittite;;No;FALSE;external;;;Clay;;No;;The Hittite ‘Song of Emergence’ and the Theogony;;;;auto-extracted from references;;2014;;;
Sbeinati2005_TheHistori;;No;FALSE;external;;;Sbeinati;;No;;The Historical Earthquakes of Syria: An Analysis of Large and Moderate Earthquakes from 1365 B.C. to 1900 A.D;;;;auto-extracted from references;;2005;;;
Susnow2020_Houseofthe;;No;FALSE;external;;;Susnow;;No;;House of the Deity: A Perspective from the Bronze Age Southern Levant;;;;auto-extracted from references;;2020;;;
Schachner2011_HattuschaA;;No;FALSE;external;;;Schachner;;No;;Hattuscha: Auf der Suche nach dem sagenhaften Großreich der Hethiter;;;;auto-extracted from references;;2011;;;
Schaeffer1931_Lesfouille;;No;FALSE;external;;;Schaeffer;;No;;Les fouilles de Minet el-Beida et de Ras Shamra. Deuxième campagne (printemps 1930): Rapport sommaire;;;;auto-extracted from references;;1931;;;
Schaeffer1933_Lesfouille;;No;FALSE;external;;;Schaeffer;;No;;Les fouilles de Minet-El-Beida et de Ras-Shamra. Quatrième campagne (printemps 1932): Rapport sommaire;;;;auto-extracted from references;;1933;;;
Schaeffer1937_Lesfouille;;No;FALSE;external;;;Schaeffer;;No;;Les fouilles de Ras Shamra-Ugarit. Huitième campagne (printemps 1936): Rapport sommaire;;;;auto-extracted from references;;1937;;;
Schaeffer1938_Lesfouille;;No;FALSE;external;;;Schaeffer;;No;;Les fouilles de Ras Shamra-Ugarit. Neuvième campagne (printemps 1937): Rapport sommaire;;;;auto-extracted from references;;1938;;;
