source_id;urn_cts;is_primary_text;has_pdf;anchor_external;pdf_path;digital_source;author;language;has_translation;pages;title;publisher;publication_place;source_book;notes;source_type;year;doi;discipline;txt_path
Janssen1994_Duchantier;;No;FALSE;external;;;Janssen;;No;;Du chantier à la tablette;;;;auto-extracted from references;;1994;;;
Postgate1990_Archaeolog;;No;FALSE;external;;;Postgate;;No;;Archaeology and the Texts—Bridging the Gap;;;;auto-extracted from references;;1990;;;
Tanret1993_Ritualsand;;No;FALSE;external;;;Tanret;;No;;Rituals and Profits in the Ur-Utu Archive;;;;auto-extracted from references;;1993;;;
Lerberghe1991_SipparAmna;;No;FALSE;external;;;Lerberghe;;No;;Sippar-Amnanum: The Ur-Utu Archive. Mesopotamian History and Environment, Series III, Texts 1;;;;auto-extracted from references;;1991;;;
Veldhuis1997_ReviewofCa;;No;FALSE;external;;;Veldhuis;;No;;Review of Cavigneaux 1996;;;;auto-extracted from references;;1997;;;
Walker1995_Mesopotami;;No;FALSE;external;;;Walker;;No;;Mesopotamian Chronology;;;;auto-extracted from references;;1995;;;
Wilcke2000_Werlasunds;;No;FALSE;external;;;Wilcke;;No;;Wer las und schrieb in Babylonien und Assyrien;;;;auto-extracted from references;;2000;;;
Unknown1991_PrincesPat;;No;FALSE;external;;;Unknown;;No;;Princes, Patronage, and the Nobility: The Court at the Beginning of the Modern Age;;;;auto-extracted from references;;1991;;;
Unknown2001_TheProsopo;;No;FALSE;external;;;Unknown;;No;;The Prosopography of the Neo-Assyrian Empire;;;;auto-extracted from references;;2001;;;
Unknown2005_Patronatea;;No;FALSE;external;;;Unknown;;No;;Patronate and Patronage in Early and Classical Islam;;;;auto-extracted from references;;2005;;;
Bottero1992_Mesopotami;;No;FALSE;external;;;Bottéro;;No;;Mesopotamia: Writing, Reasoning, and the Gods;;;;auto-extracted from references;;1992;;;
Brentjes2009_Patronageo;;No;FALSE;external;;;Brentjes;;No;;Patronage of the Mathematical Sciences in Islamic Societies;;;;auto-extracted from references;;2009;;;
Unknown2001_ChangingIm;;No;FALSE;external;;;Unknown;;No;;Changing Images of Mathematics in History: From the French Revolution to the New Millennium;;;;auto-extracted from references;;2001;;;
Fales1997_TheImpacto;;No;FALSE;external;;;Fales;;No;;The Impact of Oracular Materials on the Political Utterances and Political Actions of the Sargonid Dynasty;;;;auto-extracted from references;;1997;;;
Fincke2004_TheBritish;;No;FALSE;external;;;Fincke;;No;;The British Museum’s Ashurbanipal Library Project;;;;auto-extracted from references;;2004;;;
Hardwig1991_TheRoleofT;;No;FALSE;external;;;Hardwig;;No;;The Role of Trust in Knowledge;;;;auto-extracted from references;;1991;;;
Heessel2000_Babylonisc;;No;FALSE;external;;;Heeßel;;No;;Babylonisch-assyrische Diagnostik. Alter Orient und Altes Testament 43;;;;auto-extracted from references;;2000;;;
Hunger1992_Astrologic;;No;FALSE;external;;;Hunger;;No;;Astrological Reports to Assyrian Kings. State Archives of Assyria 8;;;;auto-extracted from references;;1992;;;
Jean2006_Lamagieneo;;No;FALSE;external;;;Jean;;No;;La magie néo-assyrienne en contexte. State Archives of Assyria Studies 17;;;;auto-extracted from references;;2006;;;
Jeyes1991_Divination;;No;FALSE;external;;;Jeyes;;No;;Divination as a Science in Ancient Mesopotamia;;;;auto-extracted from references;;1991;;;
Jeyes1997_Assurbanip;;No;FALSE;external;;;Jeyes;;No;;Assurbanipal’s bārûtu;;;;auto-extracted from references;;1997;;;
Koch-Westenholz1995_Mesopotami;;No;FALSE;external;;;Koch-Westenholz;;No;;Mesopotamian Astrology: An Introduction to Babylonian and Assyrian Celestial Divination;;;;auto-extracted from references;;1995;;;
Koch-Westenholz2000_Babylonian;;No;FALSE;external;;;Koch-Westenholz;;No;;Babylonian Liver Omens;;;;auto-extracted from references;;2000;;;
Koch2005_SecretsofE;;No;FALSE;external;;;Koch;;No;;Secrets of Extispicy;;;;auto-extracted from references;;2005;;;
Lambert1997_QuestionsA;;No;FALSE;external;;;Lambert;;No;;Questions Addressed to the Babylonian Oracle: The tāmītu Texts;;;;auto-extracted from references;;1997;;;
Lambert1998_TheQualifi;;No;FALSE;external;;;Lambert;;No;;The Qualifications of Babylonian Diviners;;;;auto-extracted from references;;1998;;;
Lambert2007_Babylonian;;No;FALSE;external;;;Lambert;;No;;Babylonian Oracle Questions;;;;auto-extracted from references;;2007;;;
Larsen1987_TheMesopot;;No;FALSE;external;;;Larsen;;No;;The Mesopotamian Lukewarm Mind;;;;auto-extracted from references;;1987;;;
Leichty1970_TheOmenSer;;No;FALSE;external;;;Leichty;;No;;The Omen Series Šumma Izbu. Texts from Cuneiform Sources 4;;;;auto-extracted from references;;1970;;;
Lipton1998_TheEpistem;;No;FALSE;external;;;Lipton;;No;;The Epistemology of Testimony;;;;auto-extracted from references;;1998;;;
Lohnert2007_TheInstall;;No;FALSE;external;;;Löhnert;;No;;The Installation of Priests According to Neo-Assyrian Documents;;;;auto-extracted from references;;2007;;;
Maul1994_Zukunftsbe;;No;FALSE;external;;;Maul;;No;;Zukunftsbewältigung. Baghdader Forschungen 18;;;;auto-extracted from references;;1994;;;
Maul2003_OminaundOr;;No;FALSE;external;;;Maul;;No;;Omina und Orakel;;;;auto-extracted from references;;2003;;;
Oppenheim1977_AncientMes;;No;FALSE;external;;;Oppenheim;;No;;Ancient Mesopotamia: Portrait of a Dead Civilization;;;;auto-extracted from references;;1977;;;
Park1963_Divination;;No;FALSE;external;;;Park;;No;;Divination and Its Social Contexts;;;;auto-extracted from references;;1963;;;
Parpola1970_Lettersfro;;No;FALSE;external;;;Parpola;;No;;Letters from Assyrian Scholars to the Kings Esarhaddon and Assurbanipal;;;;auto-extracted from references;;1970;;;
Parpola1993_Lettersfro;;No;FALSE;external;;;Parpola;;No;;Letters from Assyrian and Babylonian Scholars;;;;auto-extracted from references;;1993;;;
Pecirkova1985_Divination;;No;FALSE;external;;;Pečírková;;No;;Divination and Politics in the Late Assyrian Empire;;;;auto-extracted from references;;1985;;;
Radner2007_Knowledgea;;No;FALSE;external;;;Radner;;No;;Knowledge and Power in the Neo-Assyrian Empire;;;;auto-extracted from references;;2007;;;
Robson2008_Mesopotami;;No;FALSE;external;;;Robson;;No;;Mesopotamian Medicine and Religion;;;;auto-extracted from references;;2008;;;
Rochberg2004_TheHeavenl;;No;FALSE;external;;;Rochberg;;No;;The Heavenly Writing;;;;auto-extracted from references;;2004;;;
Shapin1982_HistoryofS;;No;FALSE;external;;;Shapin;;No;;History of Science and Its Sociological Reconstruction;;;;auto-extracted from references;;1982;;;
Shapin1989_TheInvisib;;No;FALSE;external;;;Shapin;;No;;The Invisible Technician;;;;auto-extracted from references;;1989;;;
Shapin1994_ASocialHis;;No;FALSE;external;;;Shapin;;No;;A Social History of Truth;;;;auto-extracted from references;;1994;;;
Starr1990_Queriestot;;No;FALSE;external;;;Starr;;No;;Queries to the Sungod. State Archives of Assyria 4;;;;auto-extracted from references;;1990;;;
Starr1992_Chapters1a;;No;FALSE;external;;;Starr;;No;;Chapters 1 and 2 of the bārûtu;;;;auto-extracted from references;;1992;;;
Steinkeller2005_OfStarsand;;No;FALSE;external;;;Steinkeller;;No;;Of Stars and Men;;;;auto-extracted from references;;2005;;;
Traweek1988_Beamtimesa;;No;FALSE;external;;;Traweek;;No;;Beamtimes and Lifetimes;;;;auto-extracted from references;;1988;;;
Veldhuis1995_OnInterpre;;No;FALSE;external;;;Veldhuis;;No;;On Interpreting Mesopotamian Namburbi Rituals;;;;auto-extracted from references;;1995;;;
Unknown1989_Patronagei;;No;FALSE;external;;;Unknown;;No;;Patronage in Ancient Society;;;;auto-extracted from references;;1989;;;
Westbrook2005_Patronagei;;No;FALSE;external;;;Westbrook;;No;;Patronage in the Ancient Near East;;;;auto-extracted from references;;2005;;;
Adams1993_ANewModelf;;No;FALSE;external;;;Adams;;No;;A New Model for the Study of the Book;;;;auto-extracted from references;;1993;;;
Unknown1987_Excavation;;No;FALSE;external;;;Unknown;;No;;Excavations in Iraq, 1985–86;;;;auto-extracted from references;;1987;;;
Beaulieu2006_TheAstrono;;No;FALSE;external;;;Beaulieu;;No;;The Astronomers of the Esagil Temple in the Fourth Century BC;;;;auto-extracted from references;;2006;;;
Black2009_TheLibrari;;No;FALSE;external;;;Black;;No;;The Libraries of Kalḫu;;;;auto-extracted from references;;2009;;;
Britton1993_Scientific;;No;FALSE;external;;;Britton;;No;;Scientific Astronomy in Pre-Seleucid Babylon;;;;auto-extracted from references;;1993;;;
Cavigneaux1981_Textesscol;;No;FALSE;external;;;Cavigneaux;;No;;Textes scolaires du temple de Nabû ša ḫarê. Texts from Babylon 1;;;;auto-extracted from references;;1981;;;
Darnton1982_WhatIstheH;;No;FALSE;external;;;Darnton;;No;;What Is the History of Books?;;;;auto-extracted from references;;1982;;;
Darnton2007_WhatIstheH;;No;FALSE;external;;;Darnton;;No;;‘What Is the History of Books?’ Revisited;;;;auto-extracted from references;;2007;;;
Dijk1980_Texteausde;;No;FALSE;external;;;Dijk;;No;;Texte aus dem Rēš-Heiligtum in Uruk-Warka;;;;auto-extracted from references;;1980;;;
Edzard1997_GudeaandHi;;No;FALSE;external;;;Edzard;;No;;Gudea and His Dynasty;;;;auto-extracted from references;;1997;;;
Fahdil1998_DerPrologd;;No;FALSE;external;;;Fahdil;;No;;Der Prolog des Kodex Hammurabi in einer Abschrift aus Sippar;;;;auto-extracted from references;;1998;;;
Fahdil2008_TheCulticL;;No;FALSE;external;;;Fahdil;;No;;The Cultic Lament ‘a gal-gal buru14 su-su’ in a Manuscript from the Sippar Library;;;;auto-extracted from references;;2008;;;
Frahm2004_RoyalHerme;;No;FALSE;external;;;Frahm;;No;;Royal Hermeneutics: Observations on the Commentaries from Assurbanipal’s Libraries at Nineveh;;;;auto-extracted from references;;2004;;;
Frayne1997_UrIIIPerio;;No;FALSE;external;;;Frayne;;No;;Ur III Period (2112–2004 BC;;;;auto-extracted from references;;1997;;;
Freedman2006_IfaCityIsS;;No;FALSE;external;;;Freedman;;No;;If a City Is Set on a Height: The Akkadian Omen Series Šumma ālu ina mēlê šakin;;;;auto-extracted from references;;2006;;;
George1986_TheTopogra;;No;FALSE;external;;;George;;No;;The Topography of Babylon Reconsidered;;;;auto-extracted from references;;1986;;;
Gesche2001_Schulunter;;No;FALSE;external;;;Gesche;;No;;Schulunterricht in Babylonien im ersten Jahrtausend v;;;;auto-extracted from references;;2001;;;
Gurney1997_ScribesatH;;No;FALSE;external;;;Gurney;;No;;Scribes at Ḫuzirina;;;;auto-extracted from references;;1997;;;
Gurney1957_TheSultant;;No;FALSE;external;;;Gurney;;No;;The Sultantepe Tablets;;;;auto-extracted from references;;1957;;;
Gurney1964_TheSultant;;No;FALSE;external;;;Gurney;;No;;The Sultantepe Tablets;;;;auto-extracted from references;;1964;;;
Heessel2008_Astrologic;;No;FALSE;external;;;Heeßel;;No;;Astrological Medicine in Babylonia;;;;auto-extracted from references;;2008;;;
Houston2009_Papyrologi;;No;FALSE;external;;;Houston;;No;;Papyrological Evidence for Book Collections and Libraries in the Roman Empire;;;;auto-extracted from references;;2009;;;
Hunger1976_Spatbabylo;;No;FALSE;external;;;Hunger;;No;;Spätbabylonische Texte aus Uruk;;;;auto-extracted from references;;1976;;;
Hunger2001_Astronomic;;No;FALSE;external;;;Hunger;;No;;Astronomical Diaries and Related Texts from Babylonia;;;;auto-extracted from references;;2001;;;
Ismail1999_Tabletfrom;;No;FALSE;external;;;Ismail;;No;;Tablet from the Sippar Library: Dating for Two Sumerian Kings;;;;auto-extracted from references;;1999;;;
Latour1987_ScienceinA;;No;FALSE;external;;;Latour;;No;;Science in Action;;;;auto-extracted from references;;1987;;;
Livingstone2003_PuttingSci;;No;FALSE;external;;;Livingstone;;No;;Putting Science in Its Place;;;;auto-extracted from references;;2003;;;
Lloyd1953_Sultantepe;;No;FALSE;external;;;Lloyd;;No;;Sultantepe: Anglo-Turkish Joint Excavations, 1952;;;;auto-extracted from references;;1953;;;
Maul2003_WiedieBibl;;No;FALSE;external;;;Maul;;No;;Wie die Bibliothek eines assyrischen Gelehrten wiederersteht;;;;auto-extracted from references;;2003;;;
Maul2010_DieTontafe;;No;FALSE;external;;;Maul;;No;;Die Tontafelbibliothek aus dem sogenannten ‘Haus des Beschwörungspriesters.’;;;;auto-extracted from references;;2010;;;
Michalowski1995_SailingtoB;;No;FALSE;external;;;Michalowski;;No;;Sailing to Babylon, Reading the Dark Side of the Moon;;;;auto-extracted from references;;1995;;;
Oppenheim1960_Assyriolog;;No;FALSE;external;;;Oppenheim;;No;;Assyriology: Why and How?;;;;auto-extracted from references;;1960;;;
Pedersen1985_Archivesan;;No;FALSE;external;;;Pedersen;;No;;Archives and Libraries in the City of Assur;;;;auto-extracted from references;;1985;;;
Robson2007_GenderedLi;;No;FALSE;external;;;Robson;;No;;Gendered Literacy and Numeracy in the Sumerian Literary Corpus;;;;auto-extracted from references;;2007;;;
Robson2007_Secretsdef;;No;FALSE;external;;;Robson;;No;;Secrets de famille;;;;auto-extracted from references;;2007;;;
Robson2009_ReviewofLa;;No;FALSE;external;;;Robson;;No;;Review of Lambert, Babylonian Oracle Questions;;;;auto-extracted from references;;2009;;;
Rochberg1984_Canonicity;;No;FALSE;external;;;Rochberg;;No;;Canonicity in Cuneiform Texts;;;;auto-extracted from references;;1984;;;
Rochberg1998_Babylonian;;No;FALSE;external;;;Rochberg;;No;;Babylonian Horoscopes;;;;auto-extracted from references;;1998;;;
Scurlock2005_Sorceryint;;No;FALSE;external;;;Scurlock;;No;;Sorcery in the Stars;;;;auto-extracted from references;;2005;;;
Soldt1995_SolarOmens;;No;FALSE;external;;;Soldt;;No;;Solar Omens of Enūma Anu Enlil;;;;auto-extracted from references;;1995;;;
Stevens2009_Secretsint;;No;FALSE;external;;;Stevens;;No;;Secrets in the Library;;;;auto-extracted from references;;2009;;;
Strassmaier1889_Inschrifte;;No;FALSE;external;;;Strassmaier;;No;;Inschriften von Nabuchodonosor;;;;auto-extracted from references;;1889;;;
Thureau-Dangin1922_Tablettesd;;No;FALSE;external;;;Thureau-Dangin;;No;;Tablettes d’Uruk. Textes Cunéiformes du Louvre 6;;;;auto-extracted from references;;1922;;;
Veldhuis1998_TINTIRBaby;;No;FALSE;external;;;Veldhuis;;No;;TIN.TIR = Babylon;;;;auto-extracted from references;;1998;;;
Weiher1982_Spatbabylo;;No;FALSE;external;;;Weiher;;No;;Spätbabylonische Texte aus Uruk;;;;auto-extracted from references;;1982;;;
Weiher1988_Spatbabylo;;No;FALSE;external;;;Weiher;;No;;Spätbabylonische Texte aus Uruk;;;;auto-extracted from references;;1988;;;
Weiher1993_Spatbabylo;;No;FALSE;external;;;Weiher;;No;;Spätbabylonische Texte aus dem Planquadrat U 18;;;;auto-extracted from references;;1993;;;
Weiher1998_Spatbabylo;;No;FALSE;external;;;Weiher;;No;;Spätbabylonische Texte aus dem Planquadrat U 18;;;;auto-extracted from references;;1998;;;
Wiseman1996_LiteraryTe;;No;FALSE;external;;;Wiseman;;No;;Literary Texts from the Temple of Nabû. Cuneiform Texts from Nimrud 4;;;;auto-extracted from references;;1996;;;
Anbar1975_Textesdele;;No;FALSE;external;;;Anbar;;No;;Textes de l’époque babylonienne ancienne;;;;auto-extracted from references;;1975;;;
Graef2002_AnAccounto;;No;FALSE;external;;;Graef;;No;;An Account of the Redistribution of Land to Soldiers in Late Old Babylonian Sippar Amnānum;;;;auto-extracted from references;;2002;;;
Edzard1971_Altbabylon;;No;FALSE;external;;;Edzard;;No;;Altbabylonische Rechts- und Wirtschaftsurkunden aus Tell ed-Dēr bei Sippar (BAW Abhandlungen NF 72;;;;auto-extracted from references;;1971;;;
Klengel1994_RichterSip;;No;FALSE;external;;;Klengel;;No;;Richter Sippars in der Zeit des Ammisaduqa: ein neuer Text;;;;auto-extracted from references;;1994;;;
Lion2001_DameInanna;;No;FALSE;external;;;Lion;;No;;Dame Inanna-ama-mu, scribe à Sippar;;;;auto-extracted from references;;2001;;;
Dekiere1994_OldBabylon;;No;FALSE;external;;;Dekiére;;No;;Old Babylonian Real Estate Documents from Sippar in the British Museum;;;;auto-extracted from references;;1994;;;
Gasche1993_Outilsbibl;;No;FALSE;external;;;Gasche;;No;;Outils bibliographiques;;;;auto-extracted from references;;1993;;;
Tanret2001_AsYearsWen;;No;FALSE;external;;;Tanret;;No;;As Years Went By in Sippar-Amnānum;;;;auto-extracted from references;;2001;;;
Tanret2004_Verbavolan;;No;FALSE;external;;;Tanret;;No;;Verba volant, scripta non manent. Tablettes nomades dans les archives des gala.mab à Sippar-Amnānum;;;;auto-extracted from references;;2004;;;
Tanret2004_Puzzlingwi;;No;FALSE;external;;;Tanret;;No;;Puzzling with Numbers. The Late Old Babylonian si.bi Clause;;;;auto-extracted from references;;2004;;;
Tanret1993_Priestsand;;No;FALSE;external;;;Tanret;;No;;Priests and Profits;;;;auto-extracted from references;;1993;;;
Yoffee1977_TheEconomi;;No;FALSE;external;;;Yoffee;;No;;The Economic Role of the Crown in the Old Babylonian Period (Bibliotheca Mesopotamica 5;;;;auto-extracted from references;;1977;;;
Barberon2005_Quandlamer;;No;FALSE;external;;;Barberon;;No;;Quand la mère est une religieuse;;;;auto-extracted from references;;2005;;;
Bourdieu1970_Lareproduc;;No;FALSE;external;;;Bourdieu;;No;;La reproduction: éléments pour une théorie du système d’enseignement;;;;auto-extracted from references;;1970;;;
Charpin1988_Sippardeux;;No;FALSE;external;;;Charpin;;No;;Sippar: deux villes jumelles;;;;auto-extracted from references;;1988;;;
Meyer1982_Deuxpriere;;No;FALSE;external;;;Meyer;;No;;Deux prières ikribu du temps d’Ammi-ṣaduqa;;;;auto-extracted from references;;1982;;;
Meyer1989_LedieuNins;;No;FALSE;external;;;Meyer;;No;;Le dieu Ninsianna ou l’art de transposer les logogrammes;;;;auto-extracted from references;;1989;;;
Meyer1989_Unelettred;;No;FALSE;external;;;Meyer;;No;;Une lettre d’Ur-Utu Galamah à une divinité;;;;auto-extracted from references;;1989;;;
Janssen1991_Eiltampata;;No;FALSE;external;;;Janssen;;No;;E’iltam paṭārum: awāt hadê!” In Mésopotamie et Elam: Actes de la XXXVIe Rencontre Assyriologique Internationale, Gand, 10–14 juillet 1989 (Mesopotamian History and Environment;;;;auto-extracted from references;;1991;;;
Janssen1993_Debrievenv;;No;FALSE;external;;;Janssen;;No;;De brieven van het Ur-Utu archief [The Letters from the Ur-Utu Archive;;;;auto-extracted from references;;1993;;;
Civil1975_Lexicograp;;No;FALSE;external;;;Civil;;No;;Lexicography;;;;auto-extracted from references;;1975;;;
Gadd1963_UrExcavati;;No;FALSE;external;;;Gadd;;No;;Ur Excavations Texts;;;;auto-extracted from references;;1963;;;
Ghirshman1965_Suseautemp;;No;FALSE;external;;;Ghirshman;;No;;Suse au temps des sukkalmah. Campagne des fouilles 1963–1964: Rapport préliminaire;;;;auto-extracted from references;;1965;;;
Hilprecht1903_Exploratio;;No;FALSE;external;;;Hilprecht;;No;;Exploration in Bible Lands during the Nineteenth Century;;;;auto-extracted from references;;1903;;;
Michalowski1995_SumerianLi;;No;FALSE;external;;;Michalowski;;No;;Sumerian Literature: An Overview;;;;auto-extracted from references;;1995;;;
Robson1995_ReviewofNe;;No;FALSE;external;;;Robson;;No;;Review of Nemet-Nejat, Cuneiform Mathematical Texts;;;;auto-extracted from references;;1995;;;
Tinney1995_OnthePoetr;;No;FALSE;external;;;Tinney;;No;;On the Poetry for King Ishme-Dagan;;;;auto-extracted from references;;1995;;;
Vanstiphout1978_LipitEshta;;No;FALSE;external;;;Vanstiphout;;No;;Lipit-Eshtar’s Praise in the Edubba;;;;auto-extracted from references;;1978;;;
Ambos2004_Mesopotami;;No;FALSE;external;;;Ambos;;No;;Mesopotamische Baurituale aus dem 1. Jahrtausend v;;;;auto-extracted from references;;2004;;;
Banks1912_Bismyaorth;;No;FALSE;external;;;Banks;;No;;Bismya or the Lost City of Adab;;;;auto-extracted from references;;1912;;;
Beaulieu1994_Antiquaria;;No;FALSE;external;;;Beaulieu;;No;;Antiquarianism and the Concern for the Past in the Neo-Babylonian Period;;;;auto-extracted from references;;1994;;;
Sarzec1884_Decouverte;;No;FALSE;external;;;Sarzec;;No;;Découvertes en Chaldée;;;;auto-extracted from references;;1884;;;
Dunham1986_SumerianWo;;No;FALSE;external;;;Dunham;;No;;Sumerian Words for Foundation;;;;auto-extracted from references;;1986;;;
Foucault1969_Larcheolog;;No;FALSE;external;;;Foucault;;No;;L’archéologie du savoir;;;;auto-extracted from references;;1969;;;
Frayne2008_Presargoni;;No;FALSE;external;;;Frayne;;No;;Presargonic Period (2700–2350 BC;;;;auto-extracted from references;;2008;;;
Haines1956_WhereaGodd;;No;FALSE;external;;;Haines;;No;;Where a Goddess of Love and War Was Worshipped 4000 Years Ago;;;;auto-extracted from references;;1956;;;
Haines1958_FurtherExc;;No;FALSE;external;;;Haines;;No;;Further Excavations at the Temple of Inanna;;;;auto-extracted from references;;1958;;;
Hallo1962_TheRoyalIn;;No;FALSE;external;;;Hallo;;No;;The Royal Inscriptions of Ur: A Typology;;;;auto-extracted from references;;1962;;;
Hansen1970_AlHiba1968;;No;FALSE;external;;;Hansen;;No;;Al-Hiba, 1968–1969, a Preliminary Report;;;;auto-extracted from references;;1970;;;
Hansen1992_RoyalBuild;;No;FALSE;external;;;Hansen;;No;;Royal Building Activity at Sumerian Lagash in the Early Dynastic Period;;;;auto-extracted from references;;1992;;;
Hilgert2010_TextAnthro;;No;FALSE;external;;;Hilgert;;No;;‘Text-Anthropologie’: Die Erforschung von Materialität und Präsenz des Geschriebenen als hermeneutische Strategie;;;;auto-extracted from references;;2010;;;
Mecquenem1911_Constructi;;No;FALSE;external;;;Mecquenem;;No;;Constructions élamites du Tell de l’Acropole de Suse;;;;auto-extracted from references;;1911;;;
Muscarella1988_BronzeandI;;No;FALSE;external;;;Muscarella;;No;;Bronze and Iron: Ancient Near Eastern Artifacts in the Metropolitan Museum of Art;;;;auto-extracted from references;;1988;;;
Parrot1948_TelloVingt;;No;FALSE;external;;;Parrot;;No;;Tello: Vingt campagnes de fouilles (1877–1933;;;;auto-extracted from references;;1948;;;
Pearce2010_Materialso;;No;FALSE;external;;;Pearce;;No;;Materials of Writing and Materiality of Knowledge;;;;auto-extracted from references;;2010;;;
Porter1993_ImagesPowe;;No;FALSE;external;;;Porter;;No;;Images, Power, and Politics: Figurative Aspects of Esarhaddon’s Babylonian Policy;;;;auto-extracted from references;;1993;;;
Rashid1983_Grundungsf;;No;FALSE;external;;;Rashid;;No;;Gründungsfiguren im Iraq. Prähistorische Bronzefunde 1/2. Munich;;;;auto-extracted from references;;1983;;;
Schaudig2003_Nabonidder;;No;FALSE;external;;;Schaudig;;No;;Nabonid, der ‘Archäologe auf dem Königsthron.’;;;;auto-extracted from references;;2003;;;
Suter2000_GudeasTemp;;No;FALSE;external;;;Suter;;No;;Gudea’s Temple Building: The Representation of an Early Mesopotamian Ruler in Text and Image;;;;auto-extracted from references;;2000;;;
Thomason2005_LuxuryandL;;No;FALSE;external;;;Thomason;;No;;Luxury and Legitimation: Royal Collecting in Ancient Mesopotamia;;;;auto-extracted from references;;2005;;;
Weisberg1998_TheAntiqua;;No;FALSE;external;;;Weisberg;;No;;The ‘Antiquarian’ Interests of the Neo-Babylonian Kings;;;;auto-extracted from references;;1998;;;
Wengrow2005_Violencein;;No;FALSE;external;;;Wengrow;;No;;Violence into Order: Materiality and Sacred Power in Ancient Iraq;;;;auto-extracted from references;;2005;;;
Wilson2012_BismayaRec;;No;FALSE;external;;;Wilson;;No;;Bismaya: Recovering the Lost City of Adab;;;;auto-extracted from references;;2012;;;
Winter2000_Babylonian;;No;FALSE;external;;;Winter;;No;;Babylonian Archaeologists of the(ir) Mesopotamian Past;;;;auto-extracted from references;;2000;;;
Woolley1926_TheExcavat;;No;FALSE;external;;;Woolley;;No;;The Excavations at Ur, 1925–26;;;;auto-extracted from references;;1926;;;
Woolley1939_TheZiggura;;No;FALSE;external;;;Woolley;;No;;The Ziggurat and Its Surroundings;;;;auto-extracted from references;;1939;;;
Woolley1962_TheNeoBaby;;No;FALSE;external;;;Woolley;;No;;The Neo-Babylonian and Persian Periods;;;;auto-extracted from references;;1962;;;
Woolley1974_TheBuildin;;No;FALSE;external;;;Woolley;;No;;The Buildings of the Third Dynasty;;;;auto-extracted from references;;1974;;;
Zettler1986_Frombeneat;;No;FALSE;external;;;Zettler;;No;;From beneath the Temple: Inscribed Objects from Ur;;;;auto-extracted from references;;1986;;;
Zettler1992_TheUrIIIIn;;No;FALSE;external;;;Zettler;;No;;The Ur III Inanna Temple at Nippur. Berliner Beiträge zum Vorderen Orient 11;;;;auto-extracted from references;;1992;;;
Alster1983_EnlilandNi;;No;FALSE;external;;;Alster;;No;;Enlil and Ninlil: The Marriage of Sud;;;;auto-extracted from references;;1983;;;
Andre-Salvini1999_Lestablett;;No;FALSE;external;;;André-Salvini;;No;;Les tablettes cunéiformes de Qalʿat al-Bahreïn;;;;auto-extracted from references;;1999;;;
Black1994_TheFarmers;;No;FALSE;external;;;Black;;No;;The Farmer’s Instructions;;;;auto-extracted from references;;1994;;;
Black1987_SumerianRi;;No;FALSE;external;;;Black;;No;;Sumerian Riddles: A Corpus;;;;auto-extracted from references;;1987;;;
Cole1996_NippurinLa;;No;FALSE;external;;;Cole;;No;;Nippur in Late Assyrian Times. State Archives of Assyria Studies 4;;;;auto-extracted from references;;1996;;;
Cooper1996_Miettesdel;;No;FALSE;external;;;Cooper;;No;;Miettes de l’edubba;;;;auto-extracted from references;;1996;;;
Cooper1978_TheReturno;;No;FALSE;external;;;Cooper;;No;;The Return of Ninurta to Nippur;;;;auto-extracted from references;;1978;;;
Dijk1983_LUGALUDMEL;;No;FALSE;external;;;Dijk;;No;;LUGAL UD ME-LAM-bi NIR-GAL: Le récit épique et didactique des Travaux de Ninurta, du Déluge et de la Nouvelle Création;;;;auto-extracted from references;;1983;;;
Eidem1997_CuneiformI;;No;FALSE;external;;;Eidem;;No;;Cuneiform Inscriptions;;;;auto-extracted from references;;1997;;;
Finkel1986_OntheSerie;;No;FALSE;external;;;Finkel;;No;;On the Series of Sidu;;;;auto-extracted from references;;1986;;;
George1999_TheEpicofG;;No;FALSE;external;;;George;;No;;The Epic of Gilgamesh;;;;auto-extracted from references;;1999;;;
Hilgert1998_DrehemAdmi;;No;FALSE;external;;;Hilgert;;No;;Drehem Administrative Documents from the Reign of Šulgi;;;;auto-extracted from references;;1998;;;
Koldewey1908_AusdenBeri;;No;FALSE;external;;;Koldewey;;No;;Aus den Berichten Professor Dr. Koldeweys aus Babylon;;;;auto-extracted from references;;1908;;;
Kraus1985_Mittelbaby;;No;FALSE;external;;;Kraus;;No;;Mittelbabylonische Opferschauprotokolle;;;;auto-extracted from references;;1985;;;
McEwan1986_ReviewofJe;;No;FALSE;external;;;McEwan;;No;;Review of Jean-Marie Durand, Textes babyloniens d’époque récente;;;;auto-extracted from references;;1986;;;
Reiner1987_OntheEarly;;No;FALSE;external;;;Reiner;;No;;On the Early History of the Eršahunga Prayer;;;;auto-extracted from references;;1987;;;
Reiner1998_Literature;;No;FALSE;external;;;Reiner;;No;;Literature as a Source of Lexical Inspiration: Some Notes on a Hymn to the Goddess Inanna;;;;auto-extracted from references;;1998;;;
Sassmannshausen1994_Einungewoh;;No;FALSE;external;;;Sassmannshausen;;No;;Ein ungewöhnliches mittelbabylonisches Urkundenfragment aus Nippur;;;;auto-extracted from references;;1994;;;
Sjoberg1975_Inninmagur;;No;FALSE;external;;;Sjöberg;;No;;In-nin ma-gur4-ra: A Hymn to the Goddess Inanna by the En-Priestess Enheduanna;;;;auto-extracted from references;;1975;;;
